,user_id,post,location
6,53,"Wake, the Alamo of the Pacific<br>by Bill Altaffer, San Diego<br><br>Since 1988, for those not in the US military, it has been virtually impossible to visit Wake Island.  Many have tried numerous times over the years.  I was one of those hopeful and frequently disappointed travelers.  After several failed attempts, I had almost given up.  Finally, in commemoration of the 68th anniversary of the attack on Pearl Harbor, permission was granted to Valor Tours and Historic Military Tours to bring a group of 141 “country baggers” and military buffs to this most difficult destination.  This group represented over a dozen nations and included many individuals both well-known and well-regarded in traveling circles, all who had been trying to get to Wake for years.  Rather than mention any names, partly for fear of leaving anyone out, I won’t.  Many others in the group were “war buffs,” people who travel the world to see battle sites and other militarily significant locations.  For the most part, we all had some historical interest in the area.    <br><br>Wake is comprised of three atolls totaling six square miles in area and located in the North Pacific Ocean between Hawaii and the Northern Mariana Islands.  Its highest elevation is 18 feet above sea level.  It was discovered in the 1500s by the Spanish and renamed two hundred years later by the master of a British trading schooner, Captain Wake.  During the 1930s, Pan American Clipper sea planes used it as a refueling stop.  Eventually, the US Navy realized its strategic importance and began to use it as a base.  <br><br>After Pearl Harbor, on December 8, 9 and 10 of 1941, Japanese air raids “softened” the island.  Flying from their airfields in the Marshall Islands, thirty-six Mitsubishi G4M “Betty” bombers destroyed much of Wake’s airfield and supply depots.  On December 11, there was more naval shelling and an attempted Japanese landing that was repulsed by valiant resistance from US forces.  Two Japanese destroyers were sunk and the remainder retreated to Kwajalein.  On December 21, facing the reality of the situation, the last US military float planes (the PBYs) departed from the island.  Two days later, the remaining military personnel and civilian contractors on Wake surrendered to invading Japanese soldiers, the first time in history that US Marines had ever surrendered.  A relief task force that had been on its way from Hawaii was recalled when only 425 miles away, leaving the island in control of the Japanese.  <br><br>The military personnel on Wake were eventually sent to concentration camps in China for the duration of the war.  The civilian contractors on the island were detained to build fortifications and defenses for the Japanese.  On October 7, 1943, the remaining civilians were brutally executed in response to a carrier strike and an expected invasion by US forces.  After the US invasion succeeded, the two top Japanese officers there were hung for this and other war crimes.  <br><br>Today, Wake is used by the Strategic Air Command as a base for tracking missile launches.  It is home to approximately 300 military and non-military support personnel.  Other than military use, its airfield has occasionally served as an emergency stop for trans-Pacific flights.  <br><br>Our tour began in Hawaii where we boarded Continental’s Air Micronesia (Air Mic) flight to Guam.  Ironically, we flew over Wake on this flight, crossing the International Date Line and losing one day and 4 hours.  A day later, our charter flight from Guam would take us back to Wake, regaining that lost day and returning us to Honolulu time even though we would still be two thirds of the way from Hawaii to the Northern Marianas.  The night before our flight to Wake, we attended a banquet at the Outrigger Hotel in Guam.  Also in attendance were current admirals and generals as well as survivors of the 1941 invasion of the island.  Opening remarks were made by Warren Wiedhan, USMC Colonel (Ret) and by Guam’s Governor Camacho.  Rear Admiral Biesel, Brigadier General Broadmeadow and Brigadier General Ruhlman also spoke to us.  <br><br>On December 12, we departed on our chartered Air Mic flight from Guam at 5:00 AM.  Continental’s top management was also on board, along with a hand-picked crew.  They were as excited as we all were.  Several of the Wake survivors on board were accompanied by their families.  Before landing, the plane circled the atoll several times, allowing passengers seated on both sides of the plane good views of this top-secret missile defense station.  Upon deplaning, most of us immediately photographed the Wake Air Station sign at the entrance to the airport lounge.  Inside were a small museum, a shop with the usual T-shirts, hats and other souvenirs, all free of tax, and a post office where mail is collected once a week, on Fridays.  Our passports were rewarded with a large Wake Island stamp, something I have long coveted.  We were then given maps and programs for our 12-hour stay.  There are no accommodations for visitors on Wake, so we arrived at sunrise and left at sunset.  Box lunches were supplied by the airline.<br><br>Our group was divided onto two buses which went off in opposite directions and eventually covered all the sites of the island.  One bus started with Prisoner’s Rock where we saw a commemorative plaque marking the location of McArthur’s meeting with Truman in 1950.  The other bus started with a visit to the Drifter’s Reef Bar & Grill, passing stores, housing and a church.  A tiki statue guarded the entrance to the bar, where we were interested to find that premium beers cost only $2.  Outside the bar, we saw a Japanese bunker that had been uprooted and moved by the last major hurricane to hit Wake.   <br><br>After our bus tours, we had free time to walk around.  Some of our group swam in the lagoon.  Wake also boasts excellent fishing and scuba diving.  As we were exploring, Wake Islanders frequently stopped to offer us a ride.  They were extremely helpful and very interested in our tour.  They treated us like important dignitaries.  Of its approximately 300 inhabitants, about half a dozen are female.  Most of the civilian workers are from Thailand.  Signs were usually written in both English and Thai.  Some of the sites we saw included the remains of the Pan American Hotel and a ramp into the ocean for seaplanes.  Large jet fuel storage tanks were scattered about the island, which also boasts a nine-hole golf course.  Remnants of a previous Brunswick bowling alley have become decorations in front of many people’s apartments.  <br><br>Towards the end of the day, Brigadier General Broadmeadow spoke in true military form as John Dale, a 90-year-old survivor of Wake, laid a wreath at the Marine Memorial honoring the past heroes of the battles and the Japanese occupation of the island.  We then boarded our flight back to Guam, full of positive memories of the experiences of our short stay.  Was the trip worth $1,000 a day?  You betcha!  Though from start to finish, it lasted less than a week, it was the best short trip I can imagine.   It was very special for all involved:  Valor Tours, Historic Military Tours, the US military, the Air Mic crew, the honored veterans, and all the rest of us.  <br><br>I am grateful for the perseverance of Valor Tours and Historic Military Tours in arranging this trip.  It took extensive work, including many visits by HMT personnel to Hawaii and the Pentagon, to put it together and get the necessary permission.  There is discussion that this tour may be repeated next year.  These two organizations also conduct many other tours to historic and military locations.  Contact Vicky at Valor Tours in Sausalito, California for more information.  <br>",79
7,53,"I first stepped inside DPKR in 1989 when that was all you could do. Today I have been 3 times, and rejected 5 times, the latest being Sep. 2007. I got all the was to Beijing and then got the NO.<br>Nov. 11 , 2005 I made the front page col. ONE of the LA Times, followed up by 2006 being on the Rita Cosby show with MSNBC.<br>I only have good things to say about a trip to NK.<br>The capitol is very attractive. Clean and safe. It also has the most parks of any world capitol. The hotels can be 4star, resturants are fine. Museums are unbelieable.<br>You must see it for yourself.<br>The best thing the DPRK can do is to increase the number of day Americans can stay beyond 3.<br>Its the most exotic country one can travel to.<br>I am a member of the Republican party for life and I will go again and again.<br>",512
0,597,"While this may appear to be a remote area, the Moroccan railway bus subsidiary, Supratours, runs a perfectly-decent, inexpensive service from Marrakech to Dakhla. Classic ""soft adventure!""It does, however, take overnight as it skirts the Sahara Desert along the Atlantic coast, a truly spectacular route. The only negatives were the multiple passport checks, and as the only ""foreigner,"" this entailed inconvenient delay for all aboard!There are more-than-adequate hotels in Dakhla (I stayed at the Erraha for only 200 dirham).The town is easily strolled, and - for me at least - was affable and friendly. The Restaurant Casa Luis - at the bus station - is a great spot for a relaxing coffee.Had I had just a bit more time (and did not have a Eurailpass clicking away), Mauritania is just down the road, although there is no scheduled service as yet.",417
0,98,"I took my first trip on the Amazon in 1963, in a hammock on a very small typical cargo riverboat. We were returning to Iquitos, Peru after delivering oil to Brazil. Ever since, I&apos;d wanted to go from Manaus to Belem, and in 2004 I finally made it. I had to fly from Cayenne to Belem, then to Manaus, and then find a boat. There were a number of guys soliciting passengers, and there didn&apos;t seem to be a way to see the boat you&apos;d be on, so I had to take the word of the guy I chose. The boat I ended up on was certainly not luxurious, as I saw others at the docks that appeared to be so, but it was more than adequate. There were quite a few hammock passengers, but I was older now, and chose to get a cabin. It had two ""bunks"" that were simply boards with a grass mat on them, and I had a cabin to myself. No bedding, so I had to put on more clothes at night, as it was cold then. During the day it was pleasantly warm. The single toilet doubled as a shower (over the toilet) which was for all the passengers in cabins. The cabin passengers also had a slightly better dining area, which was probably cleaner, although before I discovered that, I ate with the hammock passengers and had no complaints. The trip took four days and nights.The river itself has always interested me, and it was wonderful to see the span of the river, to see the color change of the water when other rivers flowed into it, to visit one town along the way (Santarém), to see the jungle vegetation, and especially the large shell that contains the smaller Brazil nuts (almost impossible to open), and to see the dwellings along the shore and the pirogues that came out to meet the boat. Those who had been before knew that those pirogues would be there, and threw out plastic bags tied tightly containing stuff that was probably needed. Most of them (the pirogues) had kids rowing them, and some came out with coconuts, and machetes to open them, to sell to passengers. It was quite a trick to hang onto the moving boat, prepare the coconut, and collect the money!It was definitely quite a different trip than the first one!",578
0,368,"<p>Really &#39;earned&#39; this destination. Every place is special in its own way and if you have an interest in birds or marine life then Baker and Howland have a lot to offer. If not, then it&#39;s probably not worth the trip. We were joined by dozens of dolphins on arrival at Howland, scores of flying fish leaped in front of our boat when we actually landed, and saw sharks feeding (circling/thrashing) in the distance. Pretty amazing.</p>

<p>&nbsp;</p>

<p>As for the logistics, went on the the R/V Bounty Bay (aka &quot;Bouncy Bay&quot;) which operates out of the Cook Islands. This particular trip started in Apia Samoa and ended in Tuvalu. Note: This routing cannot however be recommended as the operator is well known to have taken money from many travelers and has not provided refunds for trips he later cancelled.</p>
",4
0,6671,"<p>I was invited by the tourism board to visit Tenerife on a FAM for travel agents. I flew from MAD to TFN airport round trip on Iberia Airlines&nbsp;where we would spend four&nbsp;nights on Tenerife. We spent two nights at the La Laguna Gran Hotel and two nights at the Hard Rock Hotel.&nbsp;I visited the historic city of San Crist&oacute;bal de La Laguna and Teide National Park, the two UNESCO World Heritage Sites on Tenerife. We enjoyed many meals at great restaurants with plenty of rare Canary Island wine.&nbsp;</p>
",224
1,6671,"<p>JUN2018</p>

<p>We departed on AeroMexico from SJO airport Costa Rica to MEX airport and stayed at the Best Western Majestic (since 1937) and the Courtyard by Marriott Mexico airport hotel. We had dinner at Sanborn&#39;s House of Tiles and visited two historic&nbsp;bars La Opera (since 1876) and Salon Tenampa (since 1925) and had a great time. We departed MEX airport on AeroMexico back to LAX.<br />
<br />
OCT2012<br />
We arrived early into MEX airport on Alaska Airlines, then took a taxi into the city. Even in the dark morning there was a lot of traffic into the city. This time we spent two nights at the Corinto Hotel near the Plaza de la Republica. Before starting our own walking tour we ate breakfast at Torteria Armando (since 1892). We visited the Correo Mayor post office, Casa de Azuelos, and had dinner at the Hosteria de Santo Domingo (since 1860). To end the evening I went back to the popular La Opera Bar (since 1876). The next day we took the bus into Mexico State to revisit the Teotihuacan pyramids. After spending two nights we took the bus to our next destination Queretaro.<br />
<br />
SEP2011<br />
Flew on Alaska Airlines on an overnight flight into MEX airport. We arrived early around 530am and took a taxi to our hotel the Best Western Majestic (built 1937) located at the Zocalo in the heart of the historic district. When I went to the entrance of the hotel it looked like it was closed and no one was there. I thought they must be out of business but the taxi driver told me they close the doors to the hotels for security reasons. They wouldnt check us in this early and we had to come back at 100pm so we decided to take an early walking tour around the city. It was freezing outside I didnt realize how cold it gets at this elevation. It was still dark out so we went to a restaurant to have a very early breakfast. The restaurant Popular was near the hotel and we had a very good mexican breakfast. We walked up and down the pedestrian streets to some of the famous sites around the historic center. We spent two nights here and were able to visit the Templo Mayor, Diego Rivera mural museum, Museo de la Estampa, Palacio de Bellas Artes, Casa de Azulejos or House of Tiles and the University of Mexico UNESCO. We ate breakfast at the chain restaurant Sanborns which is located inside the House of Tiles and it is a must see, this is a very beautiful restaurant. In the evening we went to La Opera bar (since 1876) to have drinks. This was Mexican Independence week and there were many festivities that were going to take place. Due to the escalating drug cartel violence there is a huge presence of police everywhere in the DF. The Majestic hotel gave us a room with an excellent view of the Zocalo where we could see all the activities late into the evening. On our last day we took the metro to the South bus terminal and went to our next destination Cuernavaca Morelos.<br />
<br />
JUL2008<br />
Departed San Jose Costa Rica I flew into Mexico DF on Mexicana Airlines. Despite all the bad publicity the city gets,its a great place to travel too. We spent 4 nights here and wished we could of stayed longer. As you can see from my aerial photo the city is huge. The people are friendly and we always felt safe even traveling around in the evenings. The hotel door man warned me not to take the green Volkswagen public taxis, but I never had an issue with them. The taxi drivers used the meter and never tried to overcharge me (or rob me). I was suprised to see the subway was kept cleaner than the ones in New York city. We went to many different restaurants to try the variety of different Mexican dishes and Italian Restaurant Trevi (since 1955). I will go back to see more of this fun city to the South. We flew on Mexicana Airlines back to LAX.</p>
",658
2,6671,"<p>JUN2018</p>

<p>We departed LAX on AeroMexico connecting in MEX to SJO airport. We spent two nights at the Hotel Presidente in San Jose city center. The only way to see this beautiful country is to rent a car and get to the outskirts. We headed to Arenal Volcano and spent one night at San Bosco Inn and then two nights at Nayara Resort. We enjoyed the hot springs, Arenal Volcano hike, and the ultimate San Carlos caves. Our next stop was the pacific ocean where we spent three nights at Jaco Laguna Resort at Jaco Beach. We drove back to San Jose and spent one night at the Santo Tomas historic hotel and the next day left on AeroMexico to MEX airport Mexico.<br />
<br />
MAR2016<br />
Flew into SJO airport on Delta Airlines. We would spend four nights at the hostel Pangea in the city center. We had breakfast in the Central Market San Jose (since 1880) at Soda Tapia (since 1893) and dinner at Chelles (since 1909). One of the reasons for going to San Jose was to see the English band Iron Maiden play in concert. I enjoy having my coffee at the National Theatre caf&eacute; (since 1897). We went back to the central market to enjoy vanilla custard dessert at La Sorbetera de Lola Mora (since 1901). After our visit we flew on Nature Air to Managua Nicaragua.<br />
<br />
MAY2013<br />
Arrived SJO airport on Lacsa Airlines. I was visiting family members and enjoying the city. Visited the San Jose old train station (since 1903), now they are using metro trains brought in from Spain. Finally they are adding more and more train service due to the heavy car traffic that San Jose is experiencing. Stayed three nights with family members and three nights at the Gran Hotel Costa Rica (since 1930). The Central Market San Jose (since 1880) is my favorite place to go eat. We also ate at Chelles restaurant (since 1909). Flew back to LAX airport on Taca Airlines.<br />
<br />
MAY2011<br />
From Nicaragua I took Nicabus from Penas Blancas border to San Jose. We spent two nights at the Gran Hotel (since 1930) in downtown San Jose, a perfect location across from the National Theatre. We walked over to the Central Market which opened in 1880 but found out its not open on Sundays. I finally got to see a show at the theatre after all these years of going there. After staying a couple of nights we flew back to LAX airport on American Airlines through DFW airport.<br />
<br />
MAR2010<br />
I departed LAX on TACA airlines and flew into SJO airport. For this trip I flew down to see Metallica in concert, then flew to Panama to see them again.<br />
Since I have family here I usually visit once a year. The most popular destination for tourist in all of Central America. You cannot go wrong with a vacation here, with all the beaches, forests, great coffee, volcanoes, river rafting and friendly people. We went to eat at a restaurant that specializes in corn, La Casona del Maiz and ate some great food. This place is very popular and is filled with families enjoying this specialty.<br />
After visiting for 3 days I flew to Panama on TACA airlines.<br />
<br />
JUL2008<br />
We crossed the border at Penas Blancas Nicaragua into Costa Rica. Since there was 10 of us on this part of trip I rented a van at the border. Our first stop was at El Bramadero restaurant in Liberia. This steak house is a favorite of mine and we usually stop to eat here before continuing on our way. We spent two nights in Arenal, where we went to the San Carlos venado caves, Arenal volcano, hot springs, and white water rafting. After these fun two days we drove to San Jose to see some family members. Then I departed to Mexico DF on Mexican Airlines to continue my vacation.<br />
<br />
APR2007<br />
We took TicaBus from Rivas Nicaragua and crossed at the border at Penas Blancas. I meet my family in Liberia and then drove to Arenal. On this trip we went to the Venado caves and went white water rafting. Plenty of adventures in this part of the country.<br />
<br />
MAR2005<br />
Bought an inexpensive ticket on TACA airlines to San Jose. I stayed at the Marriot hotel in San Antonio de Belen near the airport. We went to the butterfly farm and got to see the Easter procession which seemed like all the locals came out to watch. Drove to Arenal which is one of my favorite places to visit, then afterwards we took the bus to Esteli Nicaragua.<br />
<br />
AUG2004<br />
Arrived by Ticabus from San Juan del Sur Nicaragua crossing the border at Penas Blancas.<br />
Meet up with my father in Liberia and spent the night at the Four Seasons Papagayo resort. The resort is beautiful but way overpriced by Costa Rican standards, I much prefer staying at local small family run hotels. We drove along the coast and stayed in Tamarindo then continued to the capital San Jose.<br />
When I go to the capital I always visit the Central Market which opened in 1880. There are many restaurants to enjoy the local cuisine at very reasonable price. My final night was spent at the Marriott San Jose, a beautiful spanish colonial style hotel near the airport. I took Lacsa Airlines non stop back to LAX airport.<br />
<br />
NOV1996<br />
I was traveling in Peru and had a flight on Lacsa airlines from LIM to SJO. I stopped by in Costa Rica to visit family after my two weeks traveling in South America. My father and I drove to my favorite place which is La Fortuna de San Carlos.<br />
This is where the active Arenal volcano is located.<br />
<br />
NOV1995<br />
My friend and I flew on Continental Airlines to San Jose. Our flight was fogged in so we had to layover in Panama for one night. My favorite place to visit is San Carlos La Fortuna. On this vacation we went to the waterfalls, Cavernas el Venado, Rincon de La Vieja and actually watched the La Vieja volcano erupt. Luckily we were a few miles away. When we returned to San Jose we visited the cafe Britt coffeetour and the Poas volcano. I also spent a couple of nights at Punta Leona beach resort before flying back to LAX on Continental Airlines.<br />
<br />
NOV1992<br />
Stayed with family in San Antonio de Belen. Visited National museum, National theatre, Turtle island, Volcano Arenal, Punta Leona, Butterfly farm, and an ox-cart factory.<br />
<br />
NOV1991<br />
Stayed with family in San Antonio de Belen. Went to Jaco beach, Rincon de la Vieja, and Manuel Antonio.<br />
<br />
MAR1987<br />
Enjoying San Jose and stayed with family.<br />
<br />
NOV1986<br />
Vistited family members in San Antonio de Belen.</p>
",156
3,6671,"<p>SEP2018</p>

<p>We arrived on Virgin Australia airlines from SYD to OOL airport and would spend two nights at the Palazzo Versace Gold Coast hotel. The weather was cold during this time of year and we didn&#39;t get to enjoy the beaches along this stretch. Our next destination was Brisbane where we would spend two nights at the Mantra on Edward near the main train station. The weather was getting better and warmer the further north we headed. We departed from BNE to LAX airport on Qantas Airlines.&nbsp;</p>
",60
4,6671,"<p>AUG2018</p>

<p>We flew on Virgin Australia from MEL to SYD airport where we would spend two nights in the city. The first night was at the Shangri-La hotel and then to the Westin Sydney hotel. We were so busy that we didn&#39;t even bother visting the Opera House. I had drinks at Fortune of War (since 1828) and the Lord Nelson hotel (since 1841) two&nbsp;of the oldest bars in the city. We departed on Virgin Australia from SYD to OOL airport in Queensland.&nbsp;</p>
",43
5,6671,"<p>AUG2018</p>

<p>We flew 16 hours from LAX to MEL airport on Qantas Airlines in coach. We stayed at the Victoria Hotel in the city center for three nights and we very surprised on how cold it was in the city. Since I love visiting historic bars and restaurants I stopped by the Duke of Wellington (since 1853), Pellegrinis Italian (since 1954), and Taco Bill (since 1967). We flew to our next destination on Virgin Australia from MEL to SYD aiport New South Wales.&nbsp;</p>
",78
6,6671,"<p>I flew on American Airlines from LAX to MAD airport and spent two nights at the Gran Melia Fenix hotel. I enjoy eating at historic restaurants and this grand city has many to offer. I visited Cafe Comercial (since 1887), Cafe Gijon (since 1888), Casa Labra (since 1860), and Chocolateria San Gines (since 1894). This visit to Madrid was a stop over but my main destination was Tenerife Canary Islands on a tourism board FAM trip. I flew on Iberia Airlines from MAD to TFN airport.&nbsp;</p>

<p>MAY2012</p>

<p>Driving in from Toledo, Castilla La Mancha I knew this would be an adventure trying to locate the Melia ME hotel. It was Sunday and the streets were crowded with people enjoying the day. With all the blocked streets and one ways it took us a long time to get to our hotel, worse than London. I was happy to park the car and get to our room, the hotel was great and in a perfect location at plaza Santa Ana. Our room had a view of the plaza where the crowd of people were enjoying their tapas and beer. Driving through Spain we didnt see one American, as for Madrid it was crowded with Americans. We were going to be here for 3 nights and with so much to see we could only pick a few places to visit. The Prado museum is always on our must see list. We enjoyed chocolate and churros at Chocolateria San Gines founded in 1894. On our last night we went to a flamenco show at Casapatas, the show was great but the overpriced food made me sick. Since we were flying business class on Iberia we visited the MAD airport club lounge, and enjoyed some of the great drinks they had displayed. The flight home was very relaxing.<br />
<br />
DEC1999<br />
We were in first class flying on Trans World Airlines from JFK airport into Madrid, we arrived well rested. Early in the morning we enjoyed breakfast and went to the Prado museum to see some of Murillos famous paintings. Later in the afternoon we picked up our rental car and drove to Segovia.<br />
<br />
JUL1994<br />
From Paris I flew with Air France into Madrid. Since this was summer time<br />
the flight was full. Being an airline employee they assigned me the jump seat in the cockpit with the pilots. This was the highlight of the trip since my company TWA would never allow this.<br />
It was nice to see the departure and landing process from the cockpit, the French pilots very nice and polite. Enjoyed the city of Madrid and its historic sights before taking the train to Pamplona Navarra.</p>
",842
7,6671,"We departed on airBaltic from RIX airport Latvia to VNO airport and spent two nights at the Novotel Vilnius Centre hotel. We loved the old town and visited St Anne's Church, Bernardine Gardens, Rasu Cemetery, and the Hill of Three Crosses. We enjoyed lunch at the popular Chacapuri Sodu restaurant near the train station. We departed VNO airport on LOT Polish Airlines to WAW airport Poland.",289
8,6671,We flew on airBaltic from TLL airport in Estonia to RIX airport for a two night stay at the Europa Royale Riga hotel converted from an 1876 mansion. We loved the old town and visited the Musee Art Noveau and Cat House. Our favorite restaurant was the popular and huge underground Folkklubs Ala Pagrabs. We departed on AirBaltic from RIX airport to VNO airport in Lithuania.,287
9,6671,We flew from LAX airport on LOT Polish airlines connecting in WAW and arriving in TLL airport. We spent three nights at the Hestia Hotel Maestro in the old town Tallinn. We loved the old town and visited Kadriorg Park and the Estonian Open Air Museum a bus ride away from the old town. I enjoyed coffee at Maiasmokk Cafe (since 1864) and the Pierre Chocolaterie (since 1937) both in old town. We departed airBaltic from TLL to RIX airport in Latvia.,261
10,6671,"We departed Budapest Hungary by train and arrived into Bratislava to spend one night at the Elisabeth Old Town hotel. It was a Saturday and the area was vibrant with locals enjoying the cafes and bars in the old town. We walked up to Hrad Castle, St Michaels Tower, and the famous Cumil. I stopped by to enjoy some beer at Mestiansky Pivovar (since 1752) near old town. The next day we took the train to Krakow Poland connecting through Czech Republic.",316
11,6671,"We boarded a flight on Air Serbia from Skopje to Belgrade. We would spend two night at the Five Points Square hotel in the heart of the city center. We stopped by to visit the Belgrade Fortress, Nikola Tesla museum, and ate at Mala Gostionica restaurant. Belgrade is an underrated city and should be visited. We took a bus north to Subotica where we would spend one night in an apartment overlooking the square. This was another hidden gem where a festival was taking place, we really enjoyed this small quaint city. We ate dinner at the very popular Boss restaurant. The next day we took a bus to Szeged Hungary to continue by train to Budapest.",313
12,6671,We departed by bus from Skopje Macedonia to Pristina spending one night at the Prima Hotel. The city has a very odd layout of streets and at first makes it difficult to get around until you get used to it. We stopped by the Bill Clinton statue and walked along Bill Clinton boulevard which is main street in the city. We had a great lunch at Liburnia restaurant it was so good I went back for dinner. There isn't too much to see Pristina but one or two nights is sufficient. We boarded the bus back to Skopje Macedonia as we heard the border from Kosovo to Serbia was closed. We flew on Air Serbia from Skopje to Belgrade Serbia.,285
13,6671,"We arrived into Skopje by bus from Thessaloniki Greece. We spent two nights at the Marriott hotel Skopje in the city center. The Old Bazaar, Stone bridge, Macedonia Square, Warrior on a Horse, Memorial House of Mother Teresa, Kale Fortress, and the Roman Aqueduct were the highlights we visited. Of all the places in the world I've never seen so many statues and monuments concentrated in one area. We had lunch at Destan (since 1913) restaurant in the Old Bazaar. Our next destination was Prishtina Kosovo arriving there by bus. We went back to Skopje by bus then taking a flight on Air Serbia to Belgrade Serbia.",293
14,6671,"We departed Bergen Norway to CPH airport on SAS airlines staying at the Copenhagen Marriott for two nights. Ive never seen so many people on bicycles, even the cold rainy weather didn't stop them from riding. We visited Christiania (since 1971) and ate at Det Lille Apotek (since 1720) restaurant. We departed from CPH airport through AMS airport back to LAX airport on KLM airlines.",258
15,6671,"We flew nonstop from LAX to RAR airport on Air New Zealand roundtrip. We rented a RHD car and stayed five nights at the Magic Reef on the west side of the island. The highlight of our trip was hiking from the north to the south of the island to reach The Needle through its dense jungle. We ate at the very popular restaurant The Mooring and Trader Jacks (since 1986) which has been damaged three times by cyclones. The coral and rocks made it difficult to enjoy the beach, but it was great to look at the sunsets every day.",12
16,6671,"We departed Gothenburg Sweden by train and arrived in Oslo. We would spend two nights at the Comfort Hotel Xpress next to the central train station. We visited the National Museum to see Munch's Scream, and Frogner Park to see all the statues. Munch would frequent the restaurant Engebret Cafe (since 1857) where we had expensive soup on a cold day. We departed Olso and flew on Norwegian Air to our next destination Bergen.",302
17,6671,"We flew on KLM airlines from LAX through AMS to Gothenburg. We stayed two nights at the Hotel Eggers (since 1859) located in the center of the old city. My attempt to visit the Volvo museum failed as they were renovating the day we visited. We dined at several historic restaurants that included the Lai Wa (since 1975), Ahlstroms Konditori (since 1901), Kometen (since 1934), and drank beer at Olhallen 7an (since 1900) the oldest pub in the city. On our departure we boarded a train to our next destination Oslo Norway.",322
18,6671,I received a last minute invite by the Barbados Tourism Board to join 150 travel agents on a five day FAM trip. I flew on Jet Blue airlines from LAX to JFK airport to meet the large group then continued to BGI airport. We stayed at the Hilton resort hotel in Bridgetown. On my first day there we went on a diving excursion were we dove to see two wrecks and later that night to a private polo event. The next day we inspected some hotels and later that evening we went on three huge catamarans for dinner. We went on a walking tour of Bridgetown (UNESCO site) and visited various historic buildings. Our farewell dinner was held at Sandals which offered some delicious local culinary fare. The final breakfast of this trip was held at the George Washington House where the 1st president of the United States stayed and Barbados was the only country he ever visited. We flew back on Jet Blue airlines to Ft Lauderdale Florida then to LAX airport.,184
19,6671,"We departed Heraklion Crete by ferry to Santorini just like most tourists do, and spend two nights at the Kastro Suites in Fira. This mountainous island is difficult to see the sights unless you have transportation, so we rented a car for one day to drive around to the various sites. Our next ferry ride was to Mykonos where we would spend another two nights this time at Eleannas. We also rented a car for one day so we could drive to the secluded beaches around the island. We departed the island by flying on Aegean Airlines to Athens.",775
20,6671,We departed Athens Greece and arrived in Chania on Ryanair and spent two nights at the Artemis hotel. We ate at the waterfront restaurant Zepos (since 1960). We departed by bus to Heraklion to spend two nights at the Marin Hotel. We visited the very popular Knossos archaeological site. After this pleasant visit we boarded the ferry to Santorini Cyclades.,252
21,6671,"We arrived in SKG airport on Turkish Airways after being reprotected due to a misconnect on Austrian Airlines. We spent two nights at the Orestias Kastorias hotel (since 1924) in Thessaloniki. There were many places we visited like White Tower, Ladadika district, Rotunda, and the monument of Alexander the Great. We ate dinner at Savvikos (since 1947) restaurant. Our next destination was Macedonia arriving there by bus.<br><br>
JUN2016<br>
We arrived in Athens on Turkish Airways and stayed at the Best Western Museum hotel for two nights in the Attica region. We departed for Crete on Ryan Airlines two spend four nights on the island. We took the ferry to spend two nights in Santorini and then took another ferry to spend two nights on Mykonos island and returning to Athens on Aegean Airlines to spend another two nights in this vast graffiti ridden city. This time we stayed at the King George Hotel (since 1930) and visiting the Acropolis, National Archaeological Museum, and Temple of Olympian Zeus. We enjoyed eating dinner at the Bairaktaris Restaurant (since 1879) and Taverna Sigalas (since 1879) in the Plaka area of Athens. After this enjoyable island vacation we flew on Turkish Airways to Istanbul Turkey.",270
22,6671,"We flew out of LAX airport into NAN airport on Fiji Airways. Once we arrived we had a 9 hour layover before continuing with Island Hoppers to Yasawa Island resort. We would spend 3 nights at this lovely resort with its friendly locals. During our relaxing stay we visited the Blue Lagoon caves where part of the movie was filmed according to the locals. One of our excursions was visiting one of the 6 villages on the island where we learned about the local culture and customs and visited the village chiefs home. We also went to the village school where the children sang various songs to us. We departed Yasawa Island on Pacific Island air on a seaplane back to the Nadi airport. We rented a car to drive to our next destination on the southern Queens Road to Nanuku Auberge Resort near Suva, this was a very nice luxurious stay in a large private villa. We would spend two nights here enjoying the beautiful resort. One day we drove to Suva and had lunch at the historic (since 1914) Grand Pacific Hotel. We departed Nadi back to Los Angeles on Fiji Airways.",17
23,6671,"We departed Durban Kwazulu Natal on Mango Airlines and flew into Johannesburg. We were picked up at the JNB airport by the owner of the Shoestring Airport Lodge where we would spend two nights. We were warned about the crime in the city and opted to visit during the daytime only. We bought a Gautrain pass and used this to get into the city, we also bought a two day City Sightseeing Joburg hop on and off tour bus pass. This was the best way to see the highlights of this huge city without paying for an expensive taxi. We visited the Apartheid museum, Gold Reef city casino, Top of Africa biggest building, the excellent SAB World of Beer, James Hall Museum of Transport a car fanatics dream, and Constitution Hill Old Fort Prison. We really enjoyed the city and the people, I feel the locals over exaggerate the crime. Its just like any other major city in the world where you just have to be cautious of your surroundings. We departed Joburg on British Airways back to London then Los Angeles.",378
